     -0.989304     0.00235094
     -0.969312     0.00270108
      -0.94932      0.0040016
     -0.929328     0.00520208
     -0.909336     0.00645258
     -0.889344     0.00880352
     -0.869352       0.010054
      -0.84936      0.0115046
     -0.829368      0.0155562
     -0.809376      0.0205082
     -0.789384      0.0260604
     -0.769392       0.029912
       -0.7494       0.037415
     -0.729408      0.0447679
     -0.709416      0.0542217
     -0.689424      0.0658263
     -0.669432      0.0828832
      -0.64944      0.0913365
     -0.629448       0.109644
     -0.609456       0.128902
     -0.589464       0.152111
     -0.569472       0.183323
      -0.54948        0.20108
     -0.529488       0.232743
     -0.509496       0.266907
     -0.489504       0.294968
     -0.469512       0.343838
      -0.44952       0.378201
     -0.429528       0.435324
     -0.409536       0.480642
     -0.389544       0.529212
     -0.369552       0.595688
      -0.34956       0.655862
     -0.329568       0.710584
     -0.309576       0.778912
     -0.289584       0.840186
     -0.269592        0.89891
       -0.2496        0.95108
     -0.229608        1.02461
     -0.209616        1.07178
     -0.189624        1.13776
     -0.169632        1.19558
      -0.14964         1.2529
     -0.129648        1.28186
     -0.109656        1.31708
     -0.089664         1.3795
     -0.069672        1.40061
      -0.04968        1.40381
     -0.029688        1.43687
     -0.009696        1.43287
      0.010296        1.43257
      0.030288        1.42792
       0.05028        1.42052
      0.070272        1.39356
      0.090264         1.3682
      0.110256        1.33623
      0.130248        1.28942
       0.15024         1.2438
      0.170232        1.18742
      0.190224        1.13806
      0.210216        1.07273
      0.230208        1.02466
        0.2502       0.958033
      0.270192       0.885704
      0.290184       0.836835
      0.310176       0.771759
      0.330168       0.712785
       0.35016       0.640006
      0.370152       0.585184
      0.390144       0.540916
      0.410136        0.47569
      0.430128       0.430372
       0.45012       0.389906
      0.470112       0.345138
      0.490104       0.298169
      0.510096       0.266657
      0.530088       0.234944
       0.55008       0.202681
      0.570072       0.177571
      0.590064        0.14956
      0.610056       0.129902
      0.630048       0.109994
       0.65004      0.0919868
      0.670032      0.0767807
      0.690024      0.0661265
      0.710016       0.055122
      0.730008      0.0435674
          0.75      0.0392157
      0.769992      0.0316627
      0.789984      0.0247599
      0.809976       0.019958
      0.829968      0.0166066
       0.84996      0.0141557
      0.869952      0.0109544
      0.889944     0.00855342
      0.909936      0.0062525
      0.929928     0.00465186
       0.94992     0.00390156
      0.969912     0.00370148
      0.989904      0.0022509
